customer_id,payment_method,success_rate,cashback_offered,transaction_fee,customer_preference
3562,5,0.82,8,1.83,0
9209,4,0.95,2,1.9,8
6783,3,0.98,9,0.44,10
1049,3,0.94,6,1.04,8
9550,4,0.96,7,1.89,5
8308,0,1.0,4,0.83,4
7906,0,0.83,2,0.54,10
9994,4,0.99,5,0.3,4
5579,3,0.92,2,1.23,5
1621,5,0.96,8,1.43,6
6549,2,0.93,1,0.47,7
7382,7,0.91,2,1.38,2
4781,0,0.94,6,1.81,9
3793,4,0.86,9,0.56,0
2942,6,0.98,7,0.33,4
5696,2,0.82,4,1.69,10
6402,0,0.86,4,1.84,0
9170,6,0.81,4,0.51,1
6198,3,0.85,3,1.47,7
5451,4,0.84,8,1.22,2
8976,2,0.81,5,0.55,10
8433,4,0.9,7,1.66,9
5875,5,0.89,7,0.99,3
1554,5,0.82,4,1.43,10
1013,1,0.85,8,0.67,5
8379,7,0.99,1,1.65,7
1882,7,0.82,7,0.6,0
6800,0,0.86,2,0.79,1
4587,7,0.81,6,0.84,10
8623,4,0.83,8,0.49,5
8431,4,0.94,4,1.76,7
6448,1,0.87,7,0.32,7
2346,6,0.89,3,1.17,2
76,5,0.83,0,1.65,3
9549,6,0.94,0,1.2,9
5878,6,0.95,5,0.72,3
6786,2,0.84,7,1.58,3
4923,2,0.81,9,1.05,1
8091,5,0.82,1,0.41,5
2331,3,0.93,3,0.7,7
4687,5,0.83,2,1.22,8
1903,2,0.9,8,1.35,0
4671,6,0.83,2,1.14,0
7144,0,0.83,7,0.62,8
2060,1,0.8,6,1.23,10
141,6,0.86,0,0.73,3
1790,5,0.82,7,0.53,10
17,3,0.88,8,1.9,6
465,6,0.92,7,0.7,1
4472,0,0.87,9,0.74,9
1828,5,0.94,9,1.8,0
8712,0,0.95,0,0.37,10
5957,6,0.94,6,1.21,6
90,5,0.99,8,1.59,5
4816,0,0.85,4,0.62,2
2852,4,0.84,1,1.7,9
2844,7,0.92,7,1.56,3
9118,0,0.92,8,1.02,0
6544,4,0.9,6,0.33,6
5902,6,0.8,4,1.94,8
970,7,0.91,7,1.29,0
1095,2,0.99,5,1.08,1
6125,7,0.87,3,1.78,1
7348,0,0.99,0,0.9,5
3196,1,0.87,5,1.17,4
1405,1,0.83,7,1.73,5
6941,2,0.88,2,0.85,0
4291,0,0.9,6,1.57,5
3983,7,0.93,6,0.59,10
5556,1,0.9,8,1.43,5
7955,5,0.91,0,1.07,6
4714,3,0.8,4,0.41,1
3093,0,0.85,7,0.36,5
4160,4,0.86,2,0.97,8
6309,4,1.0,4,1.45,8
7479,5,0.86,0,1.25,1
8477,5,0.98,8,1.72,4
4934,0,0.86,3,0.84,6
4927,3,0.82,4,1.7,4
9380,1,0.85,2,0.17,2
3970,3,0.85,1,0.8,0
2966,2,1.0,6,0.24,6
4320,7,0.93,4,1.85,7
8976,7,0.99,9,1.0,5
7109,5,0.97,2,0.7,6
9142,1,0.92,1,1.04,8
3940,3,0.94,9,1.11,1
45,5,0.92,5,1.71,4
1811,0,0.93,9,1.13,2
4567,5,0.85,5,0.92,1
9022,0,0.88,2,1.93,2
1910,0,0.92,8,1.94,3
6365,2,0.81,0,0.17,1
2582,2,0.9,2,1.44,1
692,0,0.97,0,0.81,7
932,6,0.9,6,1.38,2
7911,1,0.91,1,1.31,2
6383,2,0.84,3,0.73,3
3407,2,0.96,3,1.97,10
8340,7,0.87,7,0.78,4
1033,5,0.99,3,1.3,2
1312,7,1.0,2,1.65,5
8580,1,0.98,9,0.38,9
3122,2,0.82,2,0.67,2
1874,4,0.87,4,0.48,7
9108,6,0.99,5,1.59,3
6782,2,0.96,6,1.62,4
3749,3,0.98,4,0.59,2
278,1,0.91,6,0.11,4
1860,4,0.9,3,0.9,10
5930,5,0.82,4,1.41,6
6793,5,0.97,5,1.28,2
4714,4,0.95,8,0.95,2
4676,5,0.81,5,0.67,0
1171,6,0.84,9,1.0,1
8682,4,0.91,0,0.13,3
9375,1,0.94,6,0.24,8
5309,4,0.83,2,0.41,2
2463,4,0.85,5,1.29,9
9823,3,0.84,1,0.52,4
288,3,0.84,6,0.9,8
5954,7,0.98,0,1.28,3
4283,1,0.94,1,1.68,3
1908,1,0.95,8,1.14,5
1162,3,0.96,8,0.44,6
130,0,0.87,6,1.91,10
6338,0,0.95,1,0.27,5
2364,7,1.0,4,0.8,10
8152,6,0.94,3,1.85,3
5984,0,0.88,1,1.24,6
144,0,0.94,1,1.36,10
8208,0,0.98,9,0.67,9
7470,6,0.83,7,0.25,2
245,2,0.85,4,0.79,2
927,7,0.98,7,0.86,6
3179,3,0.99,1,0.61,5
2177,0,0.9,1,0.51,1
5003,5,0.87,2,0.78,0
887,4,0.86,9,1.31,5
8533,2,0.9,7,1.9,8
3399,6,0.99,7,1.44,2
8498,6,0.83,2,1.58,8
9100,6,0.88,0,0.68,5
2655,0,0.98,6,0.3,3
7393,4,0.87,3,0.65,9
1372,4,0.95,2,0.87,9
7136,2,0.88,4,1.41,9
321,7,0.96,5,1.88,1
4655,6,1.0,0,1.64,8
5301,5,0.88,8,0.61,4
6762,5,0.97,5,1.66,4
6855,5,1.0,2,0.88,1
5506,6,1.0,0,0.43,4
9324,0,0.89,8,0.98,5
6554,2,0.9,1,1.17,1
4043,6,0.86,9,1.55,0
9010,5,0.86,5,0.76,5
7499,4,0.9,5,0.38,8
6637,6,0.84,2,0.28,8
7363,4,0.94,5,0.31,8
12,1,0.91,1,1.91,4
195,6,0.98,7,1.91,9
2538,1,0.96,0,1.94,0
2843,2,0.86,5,0.67,2
2230,6,0.9,0,0.46,7
3010,0,0.95,8,1.96,8
7985,0,0.84,8,1.98,3
2078,7,0.81,5,0.25,10
7846,7,0.97,5,1.53,2
3868,5,0.83,8,0.65,1
4874,3,0.98,4,1.83,4
8636,4,0.98,8,0.27,1
298,7,0.89,4,1.79,10
5857,0,0.96,3,0.1,8
9037,4,0.87,1,1.09,9
1016,3,0.97,1,0.74,10
1385,7,0.96,0,0.91,8
9590,2,0.82,9,0.92,2
8746,1,0.92,2,1.34,3
2351,7,0.93,0,0.14,8
1270,6,0.8,5,1.41,0
1261,7,1.0,6,0.14,6
7702,6,0.88,8,0.45,1
8377,2,0.9,6,1.25,8
4564,0,0.84,3,0.26,10
6898,5,0.92,3,1.98,2
5673,2,0.96,7,1.59,5
5594,5,0.92,3,1.44,4
6156,7,0.96,0,0.61,1
5544,0,0.95,8,0.19,8
7241,3,0.85,2,1.96,2
4684,7,0.89,0,0.38,5
1882,2,0.83,8,1.68,8
8714,3,0.81,9,0.48,7
3810,1,0.81,9,0.81,9
5808,3,0.99,4,1.42,4
4884,2,1.0,8,1.9,5
7207,4,0.82,2,0.14,2
4156,3,0.87,5,0.6,4
4674,2,0.82,6,1.55,5
1410,4,0.97,4,0.43,2
9887,7,0.9,7,0.31,9
5198,4,0.92,9,0.19,1
7453,0,0.91,5,1.05,9
8719,1,0.94,5,1.56,8
2173,4,0.86,6,1.93,6
280,0,0.83,7,0.61,3
3978,0,0.8,1,0.33,2
2670,0,0.89,6,0.86,3
7826,4,0.98,8,0.21,8
9944,2,0.86,0,0.73,8
3982,6,0.84,0,1.32,5
4770,2,0.99,6,0.42,10
5248,1,0.82,4,1.3,8
4428,2,0.81,0,1.95,8
6136,5,0.98,0,1.74,5
5574,2,0.94,1,0.78,4
4132,2,0.88,9,0.9,10
9901,2,0.95,8,0.9,2
7190,7,0.95,2,1.73,0
4536,1,0.81,8,1.99,3
2777,5,0.94,5,1.67,0
9312,2,0.93,9,1.16,0
7698,6,0.99,5,0.28,5
8387,1,0.99,6,1.91,10
663,3,0.88,9,1.73,4
8672,7,0.92,7,1.7,6
8045,4,0.83,2,0.84,0
4219,6,0.81,7,0.95,0
9616,2,0.89,5,0.33,7
5061,6,0.94,5,1.88,5
5875,5,0.91,2,1.89,7
5582,7,0.89,5,0.58,5
2015,5,0.96,7,1.42,5
3790,4,0.96,6,0.49,9
9104,4,0.95,9,0.85,6
7149,6,0.82,9,0.67,1
7767,7,0.96,6,0.84,2
2365,3,0.98,2,0.69,3
3630,6,0.81,9,0.76,0
5920,1,0.88,2,1.6,8
5676,7,1.0,4,0.67,8
8873,0,0.92,4,1.65,3
6639,4,0.9,8,1.18,0
4652,3,0.84,8,1.58,0
610,6,0.91,9,1.85,5
7941,4,0.89,4,0.36,1
3867,0,0.83,4,0.75,0
372,3,0.89,5,0.21,9
6999,4,0.83,7,0.87,10
616,0,0.95,5,0.55,1
6912,0,0.99,5,1.19,6
6011,4,0.89,8,1.59,3
2254,6,0.93,0,1.02,6
4943,4,0.89,3,0.73,6
865,5,0.83,9,0.39,3
1269,7,0.99,9,0.15,1
7455,7,0.83,1,1.39,8
8977,3,0.82,8,0.16,9
4572,1,0.89,2,1.85,9
5230,4,0.93,9,1.23,2
2238,6,0.87,1,0.77,0
4055,5,0.84,7,0.18,10
936,7,0.96,3,0.89,7
6395,7,0.87,1,1.75,3
7892,6,0.84,3,1.94,8
326,5,0.87,6,0.26,7
9727,2,0.84,6,1.58,10
7775,5,0.9,0,0.59,10
3862,6,0.93,0,0.82,6
1986,7,0.96,2,1.14,8
4933,1,0.85,1,1.99,1
4604,2,0.83,2,0.5,3
2779,6,0.8,3,0.35,4
9463,6,0.85,6,1.23,4
8833,0,0.8,1,1.72,0
7755,5,0.87,6,1.33,8
4079,0,0.83,4,0.76,8
1368,2,0.92,7,1.96,4
4043,2,0.88,7,1.99,9
2576,2,0.82,4,1.56,2
6755,3,0.88,9,1.62,7
1582,5,0.84,7,1.55,6
1987,6,0.94,8,0.59,4
2241,4,0.87,6,0.39,0
3967,1,0.83,5,1.15,6
7605,1,0.87,6,1.91,10
8321,6,0.84,6,1.77,0
5969,0,0.96,2,0.3,0
9044,6,1.0,5,0.21,8
7494,0,0.81,5,1.76,5
4104,4,0.94,8,1.26,6
2077,0,0.85,0,0.68,1
5232,5,0.81,6,1.17,10
2995,7,0.8,0,0.52,7
3745,0,0.98,9,1.9,6
5595,2,0.87,3,1.67,4
7532,0,1.0,6,1.93,7
7372,2,0.89,5,0.46,1
1645,3,0.84,5,1.7,5
3145,7,0.96,4,1.16,3
243,7,0.99,6,0.72,6
4086,4,0.96,8,1.01,5
7955,5,0.95,5,1.89,5
7270,6,0.87,9,1.41,4
7131,5,0.81,6,0.78,10
6829,1,0.84,8,2.0,4
8363,3,0.89,6,0.76,1
8845,4,0.99,5,1.65,10
6332,5,0.94,2,1.59,6
3513,2,0.97,0,1.47,6
1500,3,0.86,9,1.37,7
2159,7,0.94,8,0.31,3
5163,6,0.97,6,1.99,10
4040,6,0.9,2,0.41,10
2036,2,0.89,9,1.23,10
7978,4,0.94,8,0.57,8
858,4,0.91,2,0.42,9
3824,3,1.0,2,1.16,2
6771,7,0.89,6,1.69,2
9242,5,0.84,1,0.82,1
299,2,0.89,9,0.25,9
7245,2,0.85,6,1.29,6
924,7,0.91,6,1.56,9
4233,2,0.83,0,0.66,1
4307,6,0.99,9,1.41,6
2800,5,0.97,1,0.24,2
6579,5,0.83,4,0.79,0
4876,5,0.83,3,1.0,10
5327,7,0.9,2,1.59,7
6583,0,0.95,9,0.74,7
1803,0,0.84,7,0.96,9
2658,4,0.81,6,1.29,0
3347,4,0.91,8,1.29,10
9664,6,0.94,2,1.08,5
2950,2,0.85,9,0.72,3
942,5,0.95,0,1.37,4
1908,2,0.99,8,1.69,7
4838,7,0.83,8,0.39,7
8106,2,0.9,0,0.75,6
1244,1,0.81,7,1.37,4
5697,0,0.84,9,1.54,5
1467,2,0.82,0,1.58,7
3958,2,0.88,5,1.34,4
1967,3,0.96,8,1.01,2
376,6,0.92,2,1.33,8
263,2,0.84,5,0.36,8
4363,1,0.81,2,0.49,9
6503,0,0.91,4,1.86,0
7834,3,0.83,6,1.85,6
1894,6,0.87,9,1.48,3
8107,7,0.9,3,0.72,5
1653,4,0.98,3,1.33,6
5541,7,0.82,6,1.41,7
3893,0,0.93,4,1.08,10
600,4,0.8,0,1.52,4
4816,7,0.93,9,0.16,4
1913,6,0.91,1,0.59,5
9485,1,0.96,5,1.61,6
8793,2,0.91,8,1.88,4
8573,0,0.87,6,1.76,4
4214,4,0.85,3,1.46,3
3638,3,0.82,1,0.41,0
9291,2,0.91,3,0.8,6
5600,7,0.98,4,0.2,6
6449,7,0.9,1,1.32,5
8558,3,0.95,0,0.95,9
7383,1,0.86,3,1.19,1
8983,6,0.89,5,1.96,1
3570,6,0.86,0,0.86,5
7708,3,0.82,0,0.68,8
747,0,0.88,8,0.39,4
8505,3,0.95,4,0.37,6
4634,7,0.88,1,1.09,1
921,1,0.93,1,1.52,5
9270,1,0.95,3,1.17,10
7009,5,0.86,1,1.76,5
2382,3,0.96,3,0.7,9
3619,0,0.87,5,1.23,5
8990,7,0.85,6,1.36,5
4444,2,0.84,5,0.63,3
273,6,0.84,3,0.85,4
1774,6,0.95,9,1.22,3
2548,6,0.98,2,0.14,5
3165,1,0.85,3,1.78,8
4781,6,0.82,4,0.31,4
947,3,0.86,3,0.19,4
507,5,0.93,2,0.51,2
6720,0,0.87,0,1.05,10
8436,0,0.91,2,0.72,6
8698,4,0.95,4,0.94,4
6361,6,0.88,5,0.26,1
7658,7,1.0,3,0.54,8
3591,1,0.86,0,0.29,4
1193,7,1.0,9,0.54,6
1465,6,0.84,6,1.44,6
391,5,0.82,8,1.19,9
5616,2,0.95,5,0.73,7
6107,6,0.94,5,0.6,3
8865,2,0.96,8,2.0,6
2561,2,0.87,3,1.56,2
5868,0,0.99,4,1.66,8
1212,1,0.82,4,0.15,7
9122,6,0.81,4,0.21,9
1540,7,0.86,7,1.45,8
9105,7,0.96,0,0.46,1
644,5,0.93,9,0.91,3
8694,2,0.89,9,0.45,0
8922,1,0.85,2,0.44,7
1284,1,0.81,7,0.31,3
7681,5,0.87,8,1.23,3
7346,3,0.89,1,1.5,6
4387,1,0.94,3,0.21,5
920,1,0.93,7,0.62,2
2340,7,0.99,4,1.35,7
8948,5,0.82,0,0.85,1
5931,6,0.87,5,1.44,0
5403,1,0.9,8,1.54,1
5664,1,0.93,8,0.16,8
5276,7,0.9,0,0.82,4
508,6,0.98,3,1.49,4
1437,6,0.92,0,0.82,5
8751,1,0.81,6,0.11,2
7355,7,0.82,2,0.74,0
4517,3,0.95,1,1.76,7
3623,0,0.94,7,1.91,6
4400,4,0.83,8,1.16,7
5038,7,0.81,6,0.68,8
8112,7,0.92,5,0.99,1
3716,1,0.93,9,0.55,4
7838,7,0.83,5,0.42,1
1302,5,0.89,8,1.04,7
7371,2,0.86,4,1.5,3
5186,2,0.99,4,0.52,10
2156,3,0.84,1,1.83,3
6412,6,0.95,5,0.42,9
6366,7,0.9,5,1.16,7
693,6,0.8,5,1.58,6
1479,5,0.9,3,0.51,0
6397,1,0.82,6,0.66,6
8449,1,0.93,8,0.2,9
442,4,0.91,0,1.89,2
2647,0,0.8,2,1.03,4
5210,3,0.84,9,0.22,7
6534,5,0.96,8,1.68,5
4678,6,0.86,4,1.18,7
7212,5,0.9,5,0.21,4
9928,4,0.86,7,0.96,9
2646,4,0.98,8,0.93,8
8211,1,0.91,7,0.38,10
9317,6,0.94,2,0.9,5
7934,0,0.82,9,0.64,10
5477,1,0.81,0,1.43,8
7929,0,0.85,4,0.11,3
2081,2,0.86,6,0.3,1
6090,5,0.94,1,1.85,7
7397,4,0.91,0,0.92,4
9740,2,0.87,3,0.43,1
7798,6,0.93,2,1.61,5
862,1,0.83,3,1.72,2
8347,3,0.81,0,0.5,0
3495,7,0.97,1,1.46,5
905,3,0.91,0,1.27,10
1270,3,0.93,2,1.52,7
405,7,0.86,3,1.6,0
9036,5,0.87,0,1.36,2
9975,2,0.82,5,1.92,5
9757,2,0.97,1,1.74,9
1185,5,0.92,9,0.54,2
8939,7,0.82,4,1.84,6
1726,0,0.96,7,0.78,5
8463,3,0.89,3,1.48,8
5812,1,0.95,4,1.71,5
5607,2,0.8,8,0.93,6
3957,5,0.81,1,0.2,1
172,1,0.83,1,1.9,9
8466,4,0.84,5,0.24,3
2307,7,0.95,5,0.76,4
9351,1,0.94,2,1.23,1
9899,6,0.92,8,0.32,10
9964,1,0.98,0,1.69,9
422,6,0.85,2,0.49,9
5541,3,0.98,7,1.97,9
9402,7,0.98,7,1.84,6
4676,1,0.89,3,1.25,3
9083,2,0.82,7,1.35,8
6749,7,0.95,9,1.11,7
6104,2,0.87,7,0.84,9
1474,5,0.96,0,0.77,8
3244,5,0.83,2,1.79,7
2182,4,0.91,0,1.2,4
9642,0,0.9,1,1.66,8
3097,5,0.82,3,1.08,4
6647,1,0.87,2,0.68,7
9783,7,0.82,5,0.27,3
5883,5,0.89,4,0.72,4
5983,2,0.97,4,1.77,10
5799,1,0.85,9,1.45,3
9628,5,0.95,6,1.59,1
8416,6,0.84,6,1.57,3
8412,6,0.93,8,0.33,10
9847,3,0.98,7,0.4,4
8457,2,0.86,2,0.7,5
9146,4,0.98,1,0.67,3
4525,4,0.9,0,0.23,10
6560,4,0.86,9,0.39,9
7621,2,0.98,5,1.73,3
2775,4,0.81,3,1.22,5
5674,0,0.81,2,0.75,6
3125,3,0.92,1,1.1,6
8672,0,0.96,1,0.6,3
1354,6,0.95,3,1.21,4
9082,5,0.82,0,0.24,2
3855,3,0.99,5,1.82,4
8135,2,0.94,9,0.56,9
925,0,0.99,4,1.66,4
2171,1,0.87,9,1.35,3
5507,3,0.94,8,1.09,5
2396,2,0.97,1,1.87,4
8221,7,0.88,8,0.4,7
8227,3,0.99,8,0.33,1
5516,3,0.85,9,0.71,5
2671,5,0.86,8,1.68,1
3366,1,0.98,9,0.17,5
589,5,0.99,9,0.55,3
3139,4,0.86,3,0.91,0
9096,3,0.83,4,1.45,5
6664,6,0.95,7,0.67,2
4087,3,0.99,7,0.95,6
8532,4,0.92,0,0.74,2
4271,1,0.93,9,0.27,9
6020,1,0.95,0,1.5,3
9907,6,0.83,9,0.98,8
557,6,0.99,5,1.64,6
8023,0,0.87,6,1.42,3
5453,2,0.93,1,0.21,1
3568,2,0.89,1,1.05,4
3900,0,0.89,4,1.98,7
6478,2,0.94,8,0.68,1
7501,3,1.0,4,1.04,8
1017,0,0.93,7,1.34,4
6471,0,0.96,7,0.48,5
2063,2,0.81,4,1.43,6
9031,7,0.96,7,1.35,8
9830,6,0.86,7,0.81,6
4322,2,0.83,4,0.64,3
3497,5,0.82,4,1.85,4
1814,7,0.94,3,0.34,2
6257,0,1.0,0,0.92,0
9644,7,0.93,8,1.56,2
2314,3,0.85,1,0.38,0
9707,1,0.84,0,1.87,4
1232,7,0.91,5,1.1,6
9838,5,0.81,4,1.06,8
5832,1,0.88,0,0.91,3
3000,3,0.93,6,1.75,9
3441,5,0.99,6,1.9,9
4057,4,0.89,2,0.82,0
306,1,0.84,7,1.13,6
9916,4,0.96,5,0.7,2
1690,3,0.95,3,0.8,0
9710,1,0.97,9,0.15,3
3918,1,0.84,9,1.59,10
7081,2,0.88,9,1.94,8
8612,5,1.0,2,1.56,5
2937,6,0.83,0,1.08,5
3863,5,0.93,1,1.67,6
9643,7,0.85,1,1.73,0
5650,4,0.9,4,1.13,4
3262,4,0.96,3,1.88,3
9357,5,0.9,1,0.16,3
1820,5,0.96,8,0.12,6
1343,1,0.89,6,0.25,1
5561,4,1.0,7,0.21,4
2227,0,0.89,7,0.91,6
1080,6,0.83,1,1.89,2
4207,2,0.88,4,1.38,1
6281,6,0.95,2,1.35,0
7236,7,0.97,9,0.83,4
814,6,0.89,8,1.11,4
5090,2,0.92,8,0.68,3
2032,7,0.97,5,1.08,7
8515,3,0.96,3,1.52,1
9096,1,0.93,7,1.16,3
9734,5,0.96,4,0.9,4
5912,5,0.92,2,1.71,8
2654,0,0.8,7,0.65,2
3341,6,0.81,5,1.01,0
7877,4,1.0,4,1.96,3
1142,4,0.83,0,1.94,9
9042,2,0.88,2,0.11,5
8559,2,0.99,6,1.11,6
2898,2,0.84,2,0.74,3
9282,4,0.97,0,0.65,3
4042,5,0.96,7,1.23,5
2039,4,1.0,6,0.95,0
4271,2,0.86,4,1.49,4
4684,1,0.86,9,0.15,10
495,7,0.98,4,1.86,2
7117,5,0.85,5,1.18,7
1785,1,0.91,6,1.4,4
3511,3,0.94,2,1.25,6
3787,6,0.85,3,1.98,7
5267,1,0.99,0,1.97,7
9191,6,0.93,6,1.26,1
5429,1,0.81,9,1.4,1
6682,3,0.83,1,1.28,9
6894,1,0.84,6,0.69,4
9644,7,0.85,5,0.47,2
9944,5,0.95,3,0.87,9
4659,6,0.82,1,1.4,0
7083,0,0.87,6,0.21,7
6870,4,0.98,6,1.08,5
7608,3,0.91,4,0.88,2
7670,6,0.85,8,1.1,7
6220,5,0.99,2,1.73,10
4535,2,0.85,8,0.19,0
5980,6,0.98,4,1.55,2
8891,7,0.95,1,1.37,8
1313,0,0.95,8,0.49,5
2963,7,0.95,0,1.49,0
2939,6,0.9,0,1.04,8
3198,7,0.96,6,1.01,6
5297,2,0.97,2,1.02,0
7205,0,0.87,7,1.9,0
5731,4,0.88,6,1.89,4
127,7,0.98,6,1.84,10
5603,2,0.9,0,1.78,3
1192,3,0.97,0,0.17,7
2640,2,0.93,1,0.86,1
1367,1,0.92,1,1.8,5
9212,6,0.81,4,1.53,7
6454,5,0.86,8,0.97,0
6672,6,0.9,6,1.57,2
6684,6,0.92,1,0.5,0
4540,2,0.93,4,1.24,6
8877,2,0.94,4,1.11,0
2888,2,0.93,7,1.19,8
9655,6,0.97,8,1.47,7
4087,4,0.86,7,1.9,10
2262,7,0.93,1,0.6,2
4181,4,0.81,3,1.54,3
2842,0,0.9,1,1.33,8
9960,2,0.85,5,1.42,9
6041,2,0.88,3,0.91,5
3561,1,0.87,6,1.89,4
4759,1,0.81,1,1.01,4
627,3,0.89,8,0.33,0
5015,3,1.0,4,1.39,0
1376,1,0.86,0,0.34,2
1182,0,0.95,2,0.71,1
5709,3,0.91,3,0.53,9
491,5,0.87,2,1.12,0
3730,5,0.82,5,0.76,4
5975,0,0.84,5,0.4,10
3535,1,0.96,9,1.6,2
3297,3,0.86,6,0.99,6
1941,2,0.83,8,0.96,7
5015,1,0.87,9,1.78,9
1883,3,0.92,8,1.12,5
4909,0,0.94,6,1.45,4
2988,5,0.88,0,0.72,9
5586,6,0.9,2,1.17,4
3160,0,0.89,4,1.48,0
4531,6,0.8,9,0.66,5
682,3,0.88,5,1.41,5
5255,0,0.92,5,1.18,2
1074,3,0.91,4,0.92,3
2388,3,0.95,5,1.45,3
2694,6,0.93,8,0.7,5
9563,0,0.86,0,1.46,7
4341,7,0.85,0,1.15,8
2157,2,0.89,8,0.57,8
7967,1,0.95,7,1.37,4
2581,5,0.82,8,1.78,7
7258,2,0.99,6,0.69,7
2160,1,0.91,9,1.64,9
6773,1,0.86,5,0.74,3
1628,5,0.94,8,1.66,3
8220,2,0.81,1,0.2,2
7081,5,0.9,3,0.11,4
1986,3,0.9,1,0.32,7
9714,5,0.83,5,1.76,7
8489,6,0.97,0,1.11,8
2182,6,0.96,6,1.23,0
2297,0,0.83,6,1.7,3
7165,7,0.87,6,0.2,5
2598,7,0.82,3,0.84,4
902,7,0.97,7,1.32,3
6061,2,0.86,4,0.87,10
9291,6,0.89,1,0.16,2
1678,2,0.86,4,1.34,1
2882,3,0.86,9,0.84,8
5623,4,0.95,8,0.14,9
8053,7,0.95,9,0.42,2
1379,3,0.9,0,0.51,3
1249,6,0.93,1,1.07,0
5651,4,0.9,9,0.45,0
6080,7,0.81,7,0.79,9
9457,2,0.81,4,1.53,8
7037,4,0.88,8,1.63,10
6488,0,0.95,5,1.61,3
1059,0,0.98,7,1.42,9
2049,0,0.81,0,1.13,3
6116,5,0.87,8,1.15,5
4249,0,0.84,8,1.91,1
2477,1,0.96,2,1.77,5
4604,7,0.97,0,1.33,6
3554,0,0.84,7,0.99,0
9954,4,0.94,7,1.49,7
221,6,0.95,8,0.22,5
4819,1,0.84,5,1.89,8
7193,1,0.89,8,1.14,3
4624,1,0.92,9,1.06,10
7350,3,0.81,8,0.65,1
5619,4,0.88,3,0.11,8
9857,3,0.83,4,0.22,7
7210,1,0.91,5,0.6,1
4577,5,0.97,5,1.13,7
1872,0,0.9,9,0.26,10
7916,6,0.81,1,1.95,7
1463,7,0.81,3,0.88,4
5522,4,0.92,8,0.7,6
8537,5,0.87,6,1.1,6
8237,2,0.91,8,0.22,3
7814,3,0.83,5,1.72,5
2069,0,0.96,6,0.97,9
5754,0,0.97,8,0.44,5
7238,2,0.98,3,0.41,5
7017,2,0.86,8,0.79,8
6192,4,0.93,2,1.19,1
1515,0,0.86,7,0.89,9
2599,2,0.95,2,1.23,7
1002,0,0.82,2,1.44,7
1034,5,0.95,2,1.52,0
6900,4,0.89,8,0.86,10
8466,6,0.97,9,1.46,1
5052,2,0.95,2,0.37,3
9972,5,0.88,5,1.07,4
4477,5,0.98,3,0.24,4
479,2,0.86,1,0.56,5
516,4,0.99,2,1.21,6
1192,0,0.95,4,1.51,0
6298,6,1.0,9,0.28,6
9604,1,0.81,3,0.49,5
272,0,0.85,4,1.98,4
8335,7,0.95,0,0.74,5
7779,2,0.98,3,0.64,10
6009,3,0.81,9,0.26,7
7988,4,0.8,2,1.42,5
3333,2,0.85,1,1.07,4
788,7,0.97,6,0.4,5
6223,5,0.95,9,1.3,8
9874,3,0.87,8,1.1,0
623,3,0.8,0,1.17,2
3842,0,0.91,6,1.99,2
3677,1,0.85,0,0.15,8
2573,0,0.95,4,1.84,2
6916,4,0.89,0,1.7,5
5034,3,0.94,2,0.89,8
7789,6,0.97,7,1.77,9
5215,6,0.91,3,1.33,4
4713,3,0.87,0,1.79,9
67,6,0.95,0,1.23,10
7534,6,0.85,7,0.51,8
4617,1,0.98,7,1.19,8
1141,4,0.81,3,0.44,5
5731,2,0.97,3,0.37,7
7466,1,0.82,9,1.34,8
9380,5,0.81,1,1.9,8
4472,0,0.87,1,1.22,7
3340,6,0.99,5,1.61,3
549,2,1.0,7,0.42,7
7676,0,0.84,6,1.34,1
8265,6,0.83,6,1.49,2
199,1,0.87,2,0.18,8
9974,2,0.87,1,0.28,9
572,1,0.95,9,1.59,3
791,5,0.89,6,0.94,1
9831,7,0.96,3,0.87,2
1175,3,0.95,0,1.85,6
179,4,0.92,0,1.98,8
2245,2,0.97,3,1.55,6
4087,3,0.84,4,1.61,7
735,7,0.83,4,0.5,2
6233,2,0.95,0,0.47,6
799,3,0.85,2,1.96,0
7602,3,0.8,5,1.42,5
8980,2,0.98,9,1.4,2
2796,3,0.92,6,0.64,1
4589,3,0.89,0,1.78,3
7298,2,0.95,7,0.18,10
3085,4,0.87,3,0.62,8
732,3,0.99,8,0.44,5
1130,3,0.81,5,1.45,8
1606,4,0.93,0,1.46,7
2934,0,0.96,1,1.12,4
9408,5,0.89,2,0.11,7
8517,0,0.95,1,1.76,1
5075,6,0.99,9,1.92,7
7100,7,0.95,6,0.48,0
1491,0,0.86,0,1.7,10
894,0,0.91,8,1.95,2
1391,7,0.98,1,0.72,6
3390,3,0.89,3,0.45,3
4240,3,0.94,7,1.96,10
4480,0,0.89,2,0.21,6
2264,7,0.82,8,0.62,0
3433,3,0.81,6,1.51,6
2372,1,0.99,9,1.27,2
4313,2,0.92,2,1.4,1
1516,2,0.82,2,1.45,8
6327,5,0.97,4,1.4,1
7089,2,0.9,4,0.75,2
5587,0,0.95,9,0.69,2
2918,2,0.83,4,0.91,3
5732,2,0.98,8,1.63,10
7687,1,0.92,8,1.88,6
1168,3,0.95,5,0.96,6
8303,1,0.81,6,0.26,8
5110,0,0.86,9,1.88,9
4328,2,0.85,7,0.25,7
5811,4,0.99,8,0.4,5
3656,3,0.84,5,1.75,5
3794,5,0.94,7,1.15,4
9948,5,0.81,1,0.77,1
